title,genre,running_time,screening_rat,director,dir_movies,main_role_movies,rating
로마의 휴일,코미디,러닝 타임 중앙값 이상,전체 관람가,윌리엄 와일러,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
로보캅,SF,러닝 타임 중앙값 이상,15세 관람가,폴 버호벤,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
브링 더 소울 : 더 무비,다큐멘터리,러닝 타임 중앙값 이상,전체 관람가,박준수,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
가위손,판타지,러닝 타임 중앙값 이상,15세 관람가,팀 버튼,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
동급생,애니메이션,러닝 타임 중앙값 미만,15세 관람가,나카무라 쇼코,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
해바라기,액션,러닝 타임 중앙값 이상,15세 관람가,강석범,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
피아니스트의 전설,드라마,러닝 타임 중앙값 이상,15세 관람가,쥬세페 토르나토레,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
투게더,드라마,러닝 타임 중앙값 이상,전체 관람가,천카이거,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
집으로 가는 길,드라마,러닝 타임 중앙값 미만,12세 관람가,장이머우,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
"광해, 왕이 된 남자",드라마,러닝 타임 중앙값 이상,15세 관람가,추창민,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
아저씨,액션,러닝 타임 중앙값 이상,청소년 관람불가,이정범,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
땐뽀걸즈,다큐멘터리,러닝 타임 중앙값 미만,12세 관람가,이승문,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
트루맛쇼,다큐멘터리,러닝 타임 중앙값 미만,12세 관람가,김재환,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
하이 스쿨 뮤지컬: 졸업반,뮤지컬,러닝 타임 중앙값 이상,전체 관람가,케니 오테가,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
그랜 토리노,범죄,러닝 타임 중앙값 이상,12세 관람가,클린트 이스트우드,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
친정엄마,드라마,러닝 타임 중앙값 이상,전체 관람가,유성엽,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
미녀와 야수,애니메이션,러닝 타임 중앙값 미만,전체 관람가,게리 트러스데일,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
인크레더블,애니메이션,러닝 타임 중앙값 이상,전체 관람가,브래드 버드,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
쿨 러닝,드라마,러닝 타임 중앙값 이상,전체 관람가,존 터틀타웁,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
마이너리티 리포트,SF,러닝 타임 중앙값 이상,15세 관람가,스티븐 스필버그,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
석양의 무법자,서부,러닝 타임 중앙값 이상,15세 관람가,세르지오 레오네,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
코다,드라마,러닝 타임 중앙값 이상,12세 관람가,션 헤이더,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
부활: 그 증거,다큐멘터리,러닝 타임 중앙값 이상,전체 관람가,김상철,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
사랑은 비를 타고,뮤지컬,러닝 타임 중앙값 이상,전체 관람가,진 켈리,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
뷰티풀 마인드,드라마,러닝 타임 중앙값 이상,12세 관람가,론 하워드,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
리멤버 타이탄,가족,러닝 타임 중앙값 이상,12세 관람가,보아즈 야킨,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
스피릿,애니메이션,러닝 타임 중앙값 미만,전체 관람가,켈리 애스버리,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
프린스 앤 프린세스,애니메이션,러닝 타임 중앙값 미만,상영등급 정보 없음,미셸 오슬로,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
시스터 액트,코미디,러닝 타임 중앙값 이상,12세 관람가,에밀 아돌리노,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
"님아, 그 강을 건너지 마오",다큐멘터리,러닝 타임 중앙값 미만,전체 관람가,진모영,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
인셉션,액션,러닝 타임 중앙값 이상,12세 관람가,크리스토퍼 놀란,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
극장판 헬로카봇 : 백악기 시대,애니메이션,러닝 타임 중앙값 미만,전체 관람가,최신규,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
백발마녀전,액션,러닝 타임 중앙값 미만,15세 관람가,우인태,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
타인의 삶,드라마,러닝 타임 중앙값 이상,15세 관람가,플로리안 헨켈 폰 도너스마르크,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
아름다운 비행,가족,러닝 타임 중앙값 이상,전체 관람가,캐롤 발라드,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
바람과 함께 사라지다,드라마,러닝 타임 중앙값 이상,12세 관람가,빅터 플레밍,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
킹콩을 들다,드라마,러닝 타임 중앙값 이상,전체 관람가,박건용,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
말아톤,드라마,러닝 타임 중앙값 이상,전체 관람가,정윤철,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
레드슈즈,애니메이션,러닝 타임 중앙값 미만,전체 관람가,홍성호,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
빽 투 더 퓨쳐 2,SF,러닝 타임 중앙값 이상,12세 관람가,로버트 저메키스,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
엽문,액션,러닝 타임 중앙값 이상,12세 관람가,엽위신,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
고 녀석 맛나겠다,애니메이션,러닝 타임 중앙값 미만,전체 관람가,후지모리 마사야,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
라이언,드라마,러닝 타임 중앙값 이상,12세 관람가,가스 데이비스,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
1987,드라마,러닝 타임 중앙값 이상,15세 관람가,장준환,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
맨 오브 오너,드라마,러닝 타임 중앙값 이상,12세 관람가,조지 틸만 주니어,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
미이라,모험,러닝 타임 중앙값 이상,12세 관람가,스티븐 소머즈,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
위대한 독재자,코미디,러닝 타임 중앙값 이상,전체 관람가,찰리 채플린,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
크루즈 패밀리,애니메이션,러닝 타임 중앙값 이상,전체 관람가,커크 드 미코,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
인크레더블 2,애니메이션,러닝 타임 중앙값 이상,전체 관람가,브래드 버드,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,애니메이션,러닝 타임 중앙값 이상,15세 관람가,스도 토모노리,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
갓파 쿠와 여름방학을,애니메이션,러닝 타임 중앙값 이상,전체 관람가,하라 케이이치,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
크림슨 타이드,액션,러닝 타임 중앙값 이상,15세 관람가,토니 스콧,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
명탐정 코난: 천공의 난파선,애니메이션,러닝 타임 중앙값 이상,전체 관람가,야마모토 야스이치로,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
똥파리,드라마,러닝 타임 중앙값 이상,청소년 관람불가,양익준,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
로미오와 줄리엣,드라마,러닝 타임 중앙값 이상,12세 관람가,프랑코 제페렐리,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
사랑과 영혼,멜로/로맨스,러닝 타임 중앙값 이상,15세 관람가,제리 주커,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
러빙 빈센트,애니메이션,러닝 타임 중앙값 이상,15세 관람가,도로타 코비엘라,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
러브 앳,멜로/로맨스,러닝 타임 중앙값 이상,12세 관람가,위고 젤랭,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,애니메이션,러닝 타임 중앙값 이상,전체 관람가,쿄고쿠 타카히코,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
페이스 오프,액션,러닝 타임 중앙값 이상,15세 관람가,오우삼,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
잉여들의 히치하이킹,다큐멘터리,러닝 타임 중앙값 이상,12세 관람가,이호재,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
벤허,드라마,러닝 타임 중앙값 이상,전체 관람가,윌리엄 와일러,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
이티,SF,러닝 타임 중앙값 이상,전체 관람가,스티븐 스필버그,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
특전 유보트,드라마,러닝 타임 중앙값 이상,15세 관람가,볼프강 페터젠,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
니모를 찾아서 3D,애니메이션,러닝 타임 중앙값 이상,전체 관람가,앤드류 스탠튼,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
쥬만지,모험,러닝 타임 중앙값 이상,전체 관람가,조 존스톤,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
핵소 고지,드라마,러닝 타임 중앙값 이상,15세 관람가,멜 깁슨,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
콘택트,SF,러닝 타임 중앙값 이상,12세 관람가,로버트 저메키스,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
마지막 황제,드라마,러닝 타임 중앙값 이상,12세 관람가,베르나르도 베르톨루치,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
천장지구,액션,러닝 타임 중앙값 미만,15세 관람가,진목승,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
파워 오브 원,드라마,러닝 타임 중앙값 이상,15세 관람가,존 G. 아빌드센,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
보루토 - 나루토 더 무비,애니메이션,러닝 타임 중앙값 이상,12세 관람가,야마시타 히로유키,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
뚜르: 내 생애 최고의 49일,다큐멘터리,러닝 타임 중앙값 이상,12세 관람가,임정하,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
빅,코미디,러닝 타임 중앙값 이상,12세 관람가,페니 마샬,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
캐치 미 이프 유 캔,범죄,러닝 타임 중앙값 이상,15세 관람가,스티븐 스필버그,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
슈퍼소닉,다큐멘터리,러닝 타임 중앙값 이상,15세 관람가,맷 화이트크로스,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
태극기 휘날리며,전쟁,러닝 타임 중앙값 이상,15세 관람가,강제규,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
